@runq_delay_us: 
[1]                   57 |@@@                                                 |
[128K, 256K)           1 |                                                    |

@ctx_switches: 426108
@runq_delay_us: 
[1]                 3381 |@@                                                  |
[2, 4)             54995 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                 |
[4, 8)             81220 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            40531 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[16, 32)           11462 |@@@@@@@                                             |
[32, 64)            3672 |@@                                                  |
[64, 128)           2675 |@                                                   |
[128, 256)          2686 |@                                                   |
[256, 512)          2687 |@                                                   |
[512, 1K)           9636 |@@@@@@                                              |
[1K, 2K)            7314 |@@@@                                                |
[2K, 4K)            4264 |@@                                                  |
[4K, 8K)             405 |                                                    |
[8K, 16K)             58 |                                                    |
[16K, 32K)            59 |                                                    |
[32K, 64K)            17 |                                                    |
[64K, 128K)            0 |                                                    |
[128K, 256K)           1 |                                                    |

@ctx_switches: 432062
@runq_delay_us: 
[1]                 3474 |@@                                                  |
[2, 4)             56709 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                |
[4, 8)             81771 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            40769 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[16, 32)           11644 |@@@@@@@                                             |
[32, 64)            3740 |@@                                                  |
[64, 128)           2714 |@                                                   |
[128, 256)          2724 |@                                                   |
[256, 512)          2735 |@                                                   |
[512, 1K)           9796 |@@@@@@                                              |
[1K, 2K)            7346 |@@@@                                                |
[2K, 4K)            4358 |@@                                                  |
[4K, 8K)             406 |                                                    |
[8K, 16K)             58 |                                                    |
[16K, 32K)            59 |                                                    |
[32K, 64K)            17 |                                                    |
[64K, 128K)            0 |                                                    |
[128K, 256K)           1 |                                                    |

@ctx_switches: 438361
@runq_delay_us: 
[1]                 3616 |@@                                                  |
[2, 4)             58547 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                |
[4, 8)             82563 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            41019 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[16, 32)           11856 |@@@@@@@                                             |
[32, 64)            3800 |@@                                                  |
[64, 128)           2759 |@                                                   |
[128, 256)          2774 |@                                                   |
[256, 512)          2790 |@                                                   |
[512, 1K)           9933 |@@@@@@                                              |
[1K, 2K)            7426 |@@@@                                                |
[2K, 4K)            4465 |@@                                                  |
[4K, 8K)             408 |                                                    |
[8K, 16K)             60 |                                                    |
[16K, 32K)            61 |                                                    |
[32K, 64K)            17 |                                                    |
[64K, 128K)            0 |                                                    |
[128K, 256K)           1 |                                                    |

@ctx_switches: 445661
@runq_delay_us: 
[1]                 3683 |@@                                                  |
[2, 4)             59190 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                |
[4, 8)             83490 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            41454 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[16, 32)           12033 |@@@@@@@                                             |
[32, 64)            3845 |@@                                                  |
[64, 128)           2805 |@                                                   |
[128, 256)          2821 |@                                                   |
[256, 512)          2850 |@                                                   |
[512, 1K)          10119 |@@@@@@                                              |
[1K, 2K)            7624 |@@@@                                                |
[2K, 4K)            4566 |@@                                                  |
[4K, 8K)             418 |                                                    |
[8K, 16K)             60 |                                                    |
[16K, 32K)            61 |                                                    |
[32K, 64K)            17 |                                                    |
[64K, 128K)            0 |                                                    |
[128K, 256K)           1 |                                                    |

@ctx_switches: 450947
@runq_delay_us: 
[1]                 3804 |@@                                                  |
[2, 4)             59975 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                |
[4, 8)             85597 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            42522 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[16, 32)           12283 |@@@@@@@                                             |
[32, 64)            3903 |@@                                                  |
[64, 128)           2873 |@                                                   |
[128, 256)          2860 |@                                                   |
[256, 512)          2897 |@                                                   |
[512, 1K)          10326 |@@@@@@                                              |
[1K, 2K)            7811 |@@@@                                                |
[2K, 4K)            4655 |@@                                                  |
[4K, 8K)             426 |                                                    |
[8K, 16K)             60 |                                                    |
[16K, 32K)            61 |                                                    |
[32K, 64K)            17 |                                                    |
[64K, 128K)            0 |                                                    |
[128K, 256K)           1 |                                                    |

@ctx_switches: 460720
@runq_delay_us: 
[1]                 3836 |@@                                                  |
[2, 4)             61037 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                |
[4, 8)             87128 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            43298 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[16, 32)           12591 |@@@@@@@                                             |
[32, 64)            3958 |@@                                                  |
[64, 128)           2928 |@                                                   |
[128, 256)          2899 |@                                                   |
[256, 512)          2943 |@                                                   |
[512, 1K)          10509 |@@@@@@                                              |
[1K, 2K)            7906 |@@@@                                                |
[2K, 4K)            4757 |@@                                                  |
[4K, 8K)             427 |                                                    |
[8K, 16K)             60 |                                                    |
[16K, 32K)            61 |                                                    |
[32K, 64K)            17 |                                                    |
[64K, 128K)            0 |                                                    |
[128K, 256K)           1 |                                                    |

@ctx_switches: 468802
@runq_delay_us: 
[1]                 3854 |@@                                                  |
[2, 4)             61954 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                |
[4, 8)             87722 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            43541 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[16, 32)           12784 |@@@@@@@                                             |
[32, 64)            4025 |@@                                                  |
[64, 128)           2970 |@                                                   |
[128, 256)          2949 |@                                                   |
[256, 512)          2980 |@                                                   |
[512, 1K)          10607 |@@@@@@                                              |
[1K, 2K)            7973 |@@@@                                                |
[2K, 4K)            4866 |@@                                                  |
[4K, 8K)             443 |                                                    |
[8K, 16K)             64 |                                                    |
[16K, 32K)            61 |                                                    |
[32K, 64K)            17 |                                                    |
[64K, 128K)            0 |                                                    |
[128K, 256K)           1 |                                                    |

@ctx_switches: 473711
@runq_delay_us: 
[1]                 3903 |@@                                                  |
[2, 4)             62495 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                 |
[4, 8)             92624 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            46187 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[16, 32)           13119 |@@@@@@@                                             |
[32, 64)            4133 |@@                                                  |
[64, 128)           3085 |@                                                   |
[128, 256)          3031 |@                                                   |
[256, 512)          3055 |@                                                   |
[512, 1K)          10902 |@@@@@@                                              |
[1K, 2K)            8232 |@@@@                                                |
[2K, 4K)            4904 |@@                                                  |
[4K, 8K)             447 |                                                    |
[8K, 16K)             64 |                                                    |
[16K, 32K)            61 |                                                    |
[32K, 64K)            17 |                                                    |
[64K, 128K)            0 |                                                    |
[128K, 256K)           1 |                                                    |

@ctx_switches: 491958
@runq_delay_us: 
[1]                 3934 |@@                                                  |
[2, 4)             62885 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                   |
[4, 8)             97008 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            48534 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)           13596 |@@@@@@@                                             |
[32, 64)            4282 |@@                                                  |
[64, 128)           3243 |@                                                   |
[128, 256)          3131 |@                                                   |
[256, 512)          3186 |@                                                   |
[512, 1K)          11164 |@@@@@                                               |
[1K, 2K)            8498 |@@@@                                                |
[2K, 4K)            4978 |@@                                                  |
[4K, 8K)             470 |                                                    |
[8K, 16K)             65 |                                                    |
[16K, 32K)            61 |                                                    |
[32K, 64K)            17 |                                                    |
[64K, 128K)            0 |                                                    |
[128K, 256K)           1 |                                                    |

@ctx_switches: 508471
@runq_delay_us: 
[1]                 4066 |@@                                                  |
[2, 4)             63312 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                    |
[4, 8)            101507 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            50881 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)           13987 |@@@@@@@                                             |
[32, 64)            4408 |@@                                                  |
[64, 128)           3364 |@                                                   |
[128, 256)          3189 |@                                                   |
[256, 512)          3283 |@                                                   |
[512, 1K)          11446 |@@@@@                                               |
[1K, 2K)            8733 |@@@@                                                |
[2K, 4K)            5018 |@@                                                  |
[4K, 8K)             477 |                                                    |
[8K, 16K)             66 |                                                    |
[16K, 32K)            61 |                                                    |
[32K, 64K)            19 |                                                    |
[64K, 128K)            2 |                                                    |
[128K, 256K)           1 |                                                    |

@ctx_switches: 525393
@runq_delay_us: 
[1]                 4122 |@@                                                  |
[2, 4)             63705 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                     |
[4, 8)            105862 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            53175 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)           14391 |@@@@@@@                                             |
[32, 64)            4509 |@@                                                  |
[64, 128)           3472 |@                                                   |
[128, 256)          3275 |@                                                   |
[256, 512)          3379 |@                                                   |
[512, 1K)          11751 |@@@@@                                               |
[1K, 2K)            8994 |@@@@                                                |
[2K, 4K)            5062 |@@                                                  |
[4K, 8K)             478 |                                                    |
[8K, 16K)             66 |                                                    |
[16K, 32K)            61 |                                                    |
[32K, 64K)            19 |                                                    |
[64K, 128K)            2 |                                                    |
[128K, 256K)           1 |                                                    |

@ctx_switches: 541753
@runq_delay_us: 
[1]                 4210 |@                                                   |
[2, 4)             64211 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                      |
[4, 8)            110489 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            55578 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)           14674 |@@@@@@                                              |
[32, 64)            4583 |@@                                                  |
[64, 128)           3604 |@                                                   |
[128, 256)          3332 |@                                                   |
[256, 512)          3459 |@                                                   |
[512, 1K)          12051 |@@@@@                                               |
[1K, 2K)            9269 |@@@@                                                |
[2K, 4K)            5086 |@@                                                  |
[4K, 8K)             478 |                                                    |
[8K, 16K)             66 |                                                    |
[16K, 32K)            61 |                                                    |
[32K, 64K)            19 |                                                    |
[64K, 128K)            2 |                                                    |
[128K, 256K)           1 |                                                    |

@ctx_switches: 558882
@runq_delay_us: 
[1]                 4252 |@                                                   |
[2, 4)             64582 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                       |
[4, 8)            115274 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            58125 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)           14942 |@@@@@@                                              |
[32, 64)            4673 |@@                                                  |
[64, 128)           3695 |@                                                   |
[128, 256)          3396 |@                                                   |
[256, 512)          3529 |@                                                   |
[512, 1K)          12355 |@@@@@                                               |
[1K, 2K)            9540 |@@@@                                                |
[2K, 4K)            5132 |@@                                                  |
[4K, 8K)             479 |                                                    |
[8K, 16K)             66 |                                                    |
[16K, 32K)            61 |                                                    |
[32K, 64K)            19 |                                                    |
[64K, 128K)            2 |                                                    |
[128K, 256K)           1 |                                                    |

@ctx_switches: 576201
@runq_delay_us: 
[1]                 4336 |@                                                   |
[2, 4)             65107 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@                        |
[4, 8)            120255 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            60772 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)           15206 |@@@@@@                                              |
[32, 64)            4748 |@@                                                  |
[64, 128)           3813 |@                                                   |
[128, 256)          3473 |@                                                   |
[256, 512)          3599 |@                                                   |
[512, 1K)          12647 |@@@@@                                               |
[1K, 2K)            9809 |@@@@                                                |
[2K, 4K)            5156 |@@                                                  |
[4K, 8K)             485 |                                                    |
[8K, 16K)             66 |                                                    |
[16K, 32K)            61 |                                                    |
[32K, 64K)            19 |                                                    |
[64K, 128K)            2 |                                                    |
[128K, 256K)           1 |                                                    |

@ctx_switches: 594367
@runq_delay_us: 
[1]                 4359 |@                                                   |
[2, 4)             65521 |@@@@@@@@@@@@@@@@@@@@@@@@@@@                         |
[4, 8)            125396 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            63481 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)           15476 |@@@@@@                                              |
[32, 64)            4840 |@@                                                  |
[64, 128)           3914 |@                                                   |
[128, 256)          3517 |@                                                   |
[256, 512)          3687 |@                                                   |
[512, 1K)          12974 |@@@@@                                               |
[1K, 2K)           10086 |@@@@                                                |
[2K, 4K)            5179 |@@                                                  |
[4K, 8K)             488 |                                                    |
[8K, 16K)             66 |                                                    |
[16K, 32K)            61 |                                                    |
[32K, 64K)            19 |                                                    |
[64K, 128K)            2 |                                                    |
[128K, 256K)           1 |                                                    |

@ctx_switches: 612785
@runq_delay_us: 
[1]                 4378 |@                                                   |
[2, 4)             66446 |@@@@@@@@@@@@@@@@@@@@@@@@@@@                         |
[4, 8)            127130 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            64344 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)           15674 |@@@@@@                                              |
[32, 64)            4930 |@@                                                  |
[64, 128)           3968 |@                                                   |
[128, 256)          3569 |@                                                   |
[256, 512)          3739 |@                                                   |
[512, 1K)          13157 |@@@@@                                               |
[1K, 2K)           10242 |@@@@                                                |
[2K, 4K)            5257 |@@                                                  |
[4K, 8K)             493 |                                                    |
[8K, 16K)             66 |                                                    |
[16K, 32K)            61 |                                                    |
[32K, 64K)            19 |                                                    |
[64K, 128K)            2 |                                                    |
[128K, 256K)           1 |                                                    |

@ctx_switches: 621224
@runq_delay_us: 
[1]                 4414 |@                                                   |
[2, 4)             67765 |@@@@@@@@@@@@@@@@@@@@@@@@@@@                         |
[4, 8)            127748 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            64597 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)           15854 |@@@@@@                                              |
[32, 64)            4979 |@@                                                  |
[64, 128)           4012 |@                                                   |
[128, 256)          3624 |@                                                   |
[256, 512)          3791 |@                                                   |
[512, 1K)          13267 |@@@@@                                               |
[1K, 2K)           10300 |@@@@                                                |
[2K, 4K)            5364 |@@                                                  |
[4K, 8K)             494 |                                                    |
[8K, 16K)             66 |                                                    |
[16K, 32K)            61 |                                                    |
[32K, 64K)            19 |                                                    |
[64K, 128K)            2 |                                                    |
[128K, 256K)           1 |                                                    |

@ctx_switches: 626787
@runq_delay_us: 
[1]                 4437 |@                                                   |
[2, 4)             69226 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@                        |
[4, 8)            128421 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            64841 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)           16031 |@@@@@@                                              |
[32, 64)            5016 |@@                                                  |
[64, 128)           4049 |@                                                   |
[128, 256)          3669 |@                                                   |
[256, 512)          3832 |@                                                   |
[512, 1K)          13374 |@@@@@                                               |
[1K, 2K)           10370 |@@@@                                                |
[2K, 4K)            5463 |@@                                                  |
[4K, 8K)             495 |                                                    |
[8K, 16K)             67 |                                                    |
[16K, 32K)            61 |                                                    |
[32K, 64K)            19 |                                                    |
[64K, 128K)            2 |                                                    |
[128K, 256K)           1 |                                                    |

@ctx_switches: 632685
@runq_delay_us: 
[1]                 4494 |@                                                   |
[2, 4)             69956 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@                        |
[4, 8)            129368 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            65260 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)           16253 |@@@@@@                                              |
[32, 64)            5086 |@@                                                  |
[64, 128)           4116 |@                                                   |
[128, 256)          3724 |@                                                   |
[256, 512)          3881 |@                                                   |
[512, 1K)          13555 |@@@@@                                               |
[1K, 2K)           10572 |@@@@                                                |
[2K, 4K)            5564 |@@                                                  |
[4K, 8K)             510 |                                                    |
[8K, 16K)             71 |                                                    |
[16K, 32K)            61 |                                                    |
[32K, 64K)            19 |                                                    |
[64K, 128K)            2 |                                                    |
[128K, 256K)           1 |                                                    |

@ctx_switches: 638156
@runq_delay_us: 
[0]                    1 |                                                    |
[1]                 4561 |@                                                   |
[2, 4)             70360 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@                        |
[4, 8)            130647 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            65923 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)           16394 |@@@@@@                                              |
[32, 64)            5116 |@@                                                  |
[64, 128)           4149 |@                                                   |
[128, 256)          3743 |@                                                   |
[256, 512)          3903 |@                                                   |
[512, 1K)          13662 |@@@@@                                               |
[1K, 2K)           10667 |@@@@                                                |
[2K, 4K)            5588 |@@                                                  |
[4K, 8K)             515 |                                                    |
[8K, 16K)             71 |                                                    |
[16K, 32K)            61 |                                                    |
[32K, 64K)            19 |                                                    |
[64K, 128K)            2 |                                                    |
[128K, 256K)           1 |                                                    |

@per_proc[systemd-timesyn]: 
[4, 8)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[update-notifier]: 
[16, 32)               1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[evolution-alarm]: 
[4, 8)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[gsd-color]: 
[4, 8)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[khungtaskd]: 
[32, 64)               1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[(iperf3)]: 
[4, 8)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[rsyslogd]: 
[4, 8)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[gsd-housekeepin]: 
[4, 8)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[mc-itemcrawler]: 
[8, 16)                1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[16, 32)               0 |                                                    |
[32, 64)               0 |                                                    |
[64, 128)              0 |                                                    |
[128, 256)             0 |                                                    |
[256, 512)             0 |                                                    |
[512, 1K)              1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[cron]: 
[4, 8)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                0 |                                                    |
[16, 32)               1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[gnome-calendar]: 
[4, 8)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                0 |                                                    |
[16, 32)               1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[gsd-disk-utilit]: 
[32, 64)               1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[64, 128)              0 |                                                    |
[128, 256)             0 |                                                    |
[256, 512)             0 |                                                    |
[512, 1K)              0 |                                                    |
[1K, 2K)               0 |                                                    |
[2K, 4K)               0 |                                                    |
[4K, 8K)               0 |                                                    |
[8K, 16K)              0 |                                                    |
[16K, 32K)             1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[gvfs-udisks2-vo]: 
[4, 8)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                0 |                                                    |
[16, 32)               0 |                                                    |
[32, 64)               1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[ip]: 
[2, 4)                 2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[kerneloops]: 
[4, 8)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                0 |                                                    |
[16, 32)               0 |                                                    |
[32, 64)               1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[grep]: 
[2, 4)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[4, 8)                 0 |                                                    |
[8, 16)                0 |                                                    |
[16, 32)               0 |                                                    |
[32, 64)               0 |                                                    |
[64, 128)              0 |                                                    |
[128, 256)             0 |                                                    |
[256, 512)             0 |                                                    |
[512, 1K)              0 |                                                    |
[1K, 2K)               0 |                                                    |
[2K, 4K)               2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[stress-ng]: 
[2, 4)                 2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)                 0 |                                                    |
[8, 16)                0 |                                                    |
[16, 32)               0 |                                                    |
[32, 64)               0 |                                                    |
[64, 128)              0 |                                                    |
[128, 256)             0 |                                                    |
[256, 512)             1 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |

@per_proc[single]: 
[256, 512)             1 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[512, 1K)              2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[rcu_tasks_trace]: 
[2, 4)                 2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[8, 16)                1 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)               0 |                                                    |
[32, 64)               0 |                                                    |
[64, 128)              0 |                                                    |
[128, 256)             0 |                                                    |
[256, 512)             0 |                                                    |
[512, 1K)              1 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |

@per_proc[rcu_exp_gp_kthr]: 
[4, 8)                 4 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                0 |                                                    |
[16, 32)               0 |                                                    |
[32, 64)               0 |                                                    |
[64, 128)              0 |                                                    |
[128, 256)             0 |                                                    |
[256, 512)             0 |                                                    |
[512, 1K)              1 |@@@@@@@@@@@@@                                       |

@per_proc[sudo]: 
[1]                    1 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[2, 4)                 2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)                 2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[CacheThread_Blo]: 
[2, 4)                 2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)                 2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                0 |                                                    |
[16, 32)               0 |                                                    |
[32, 64)               0 |                                                    |
[64, 128)              0 |                                                    |
[128, 256)             0 |                                                    |
[256, 512)             0 |                                                    |
[512, 1K)              2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[pool-udisksd]: 
[4, 8)                 3 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                1 |@@@@@@@@@@@@@@@@@                                   |
[16, 32)               1 |@@@@@@@@@@@@@@@@@                                   |
[32, 64)               1 |@@@@@@@@@@@@@@@@@                                   |

@per_proc[udisksd]: 
[1]                    1 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[2, 4)                 2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[8, 16)                0 |                                                    |
[16, 32)               1 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[32, 64)               0 |                                                    |
[64, 128)              0 |                                                    |
[128, 256)             0 |                                                    |
[256, 512)             1 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |

@per_proc[snap]: 
[2, 4)                 3 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                     |
[4, 8)                 5 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                1 |@@@@@@@@@@                                          |

@per_proc[sh]: 
[2, 4)                 2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)                 2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                1 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)               0 |                                                    |
[32, 64)               0 |                                                    |
[64, 128)              0 |                                                    |
[128, 256)             1 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[256, 512)             0 |                                                    |
[512, 1K)              2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[1K, 2K)               1 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[2K, 4K)               1 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |

@per_proc[GpuWatchdog]: 
