@runq_delay_us: 
[2, 4)               400 |@@@@@@                                              |
[64K, 128K)           50 |                                                    |
[128K, 256K)          21 |                                                    |
[256K, 512K)           8 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 2147506
@runq_delay_us: 
[2, 4)             21346 |@@                                                  |
[4, 8)            449404 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)           318171 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                |
[16, 32)          144177 |@@@@@@@@@@@@@@@@                                    |
[32, 64)           77907 |@@@@@@@@@                                           |
[64, 128)          80888 |@@@@@@@@@                                           |
[128, 256)         83899 |@@@@@@@@@                                           |
[256, 512)         77130 |@@@@@@@@                                            |
[512, 1K)          58523 |@@@@@@                                              |
[1K, 2K)           35939 |@@@@                                                |
[2K, 4K)           21501 |@@                                                  |
[4K, 8K)            4895 |                                                    |
[8K, 16K)           1077 |                                                    |
[16K, 32K)           500 |                                                    |
[32K, 64K)           251 |                                                    |
[64K, 128K)           51 |                                                    |
[128K, 256K)          21 |                                                    |
[256K, 512K)          10 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 2185852
@runq_delay_us: 
[2, 4)             21540 |@@                                                  |
[4, 8)            453534 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)           323999 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@               |
[16, 32)          145773 |@@@@@@@@@@@@@@@@                                    |
[32, 64)           78836 |@@@@@@@@@                                           |
[64, 128)          81835 |@@@@@@@@@                                           |
[128, 256)         85257 |@@@@@@@@@                                           |
[256, 512)         78587 |@@@@@@@@@                                           |
[512, 1K)          59769 |@@@@@@                                              |
[1K, 2K)           36734 |@@@@                                                |
[2K, 4K)           21985 |@@                                                  |
[4K, 8K)            5027 |                                                    |
[8K, 16K)           1100 |                                                    |
[16K, 32K)           505 |                                                    |
[32K, 64K)           251 |                                                    |
[64K, 128K)           51 |                                                    |
[128K, 256K)          21 |                                                    |
[256K, 512K)          10 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 2216600
@runq_delay_us: 
[2, 4)             21735 |@@                                                  |
[4, 8)            459826 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)           329943 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@               |
[16, 32)          149313 |@@@@@@@@@@@@@@@@                                    |
[32, 64)           80526 |@@@@@@@@@                                           |
[64, 128)          83288 |@@@@@@@@@                                           |
[128, 256)         86852 |@@@@@@@@@                                           |
[256, 512)         80194 |@@@@@@@@@                                           |
[512, 1K)          61052 |@@@@@@                                              |
[1K, 2K)           37766 |@@@@                                                |
[2K, 4K)           22597 |@@                                                  |
[4K, 8K)            5218 |                                                    |
[8K, 16K)           1160 |                                                    |
[16K, 32K)           543 |                                                    |
[32K, 64K)           254 |                                                    |
[64K, 128K)           51 |                                                    |
[128K, 256K)          21 |                                                    |
[256K, 512K)          10 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 2254616
@runq_delay_us: 
[2, 4)             21917 |@@                                                  |
[4, 8)            465083 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)           336863 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@               |
[16, 32)          151947 |@@@@@@@@@@@@@@@@                                    |
[32, 64)           81849 |@@@@@@@@@                                           |
[64, 128)          84353 |@@@@@@@@@                                           |
[128, 256)         88234 |@@@@@@@@@                                           |
[256, 512)         81709 |@@@@@@@@@                                           |
[512, 1K)          62374 |@@@@@@                                              |
[1K, 2K)           38740 |@@@@                                                |
[2K, 4K)           23252 |@@                                                  |
[4K, 8K)            5441 |                                                    |
[8K, 16K)           1215 |                                                    |
[16K, 32K)           550 |                                                    |
[32K, 64K)           254 |                                                    |
[64K, 128K)           51 |                                                    |
[128K, 256K)          21 |                                                    |
[256K, 512K)          10 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 2290827
@runq_delay_us: 
[2, 4)             22118 |@@                                                  |
[4, 8)            473131 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)           342479 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@               |
[16, 32)          155045 |@@@@@@@@@@@@@@@@@                                   |
[32, 64)           83493 |@@@@@@@@@                                           |
[64, 128)          85515 |@@@@@@@@@                                           |
[128, 256)         89254 |@@@@@@@@@                                           |
[256, 512)         82686 |@@@@@@@@@                                           |
[512, 1K)          63147 |@@@@@@                                              |
[1K, 2K)           39456 |@@@@                                                |
[2K, 4K)           23789 |@@                                                  |
[4K, 8K)            5622 |                                                    |
[8K, 16K)           1245 |                                                    |
[16K, 32K)           557 |                                                    |
[32K, 64K)           257 |                                                    |
[64K, 128K)           51 |                                                    |
[128K, 256K)          21 |                                                    |
[256K, 512K)          10 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 2328933
@runq_delay_us: 
[2, 4)             22423 |@@                                                  |
[4, 8)            480887 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)           348022 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@               |
[16, 32)          157757 |@@@@@@@@@@@@@@@@@                                   |
[32, 64)           84771 |@@@@@@@@@                                           |
[64, 128)          86701 |@@@@@@@@@                                           |
[128, 256)         90478 |@@@@@@@@@                                           |
[256, 512)         83782 |@@@@@@@@@                                           |
[512, 1K)          64151 |@@@@@@                                              |
[1K, 2K)           40124 |@@@@                                                |
[2K, 4K)           24214 |@@                                                  |
[4K, 8K)            5711 |                                                    |
[8K, 16K)           1273 |                                                    |
[16K, 32K)           566 |                                                    |
[32K, 64K)           258 |                                                    |
[64K, 128K)           51 |                                                    |
[128K, 256K)          21 |                                                    |
[256K, 512K)          10 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 2366186
@runq_delay_us: 
[2, 4)             23896 |@@                                                  |
[4, 8)            489142 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)           352966 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@               |
[16, 32)          160743 |@@@@@@@@@@@@@@@@@                                   |
[32, 64)           86166 |@@@@@@@@@                                           |
[64, 128)          88007 |@@@@@@@@@                                           |
[128, 256)         91792 |@@@@@@@@@                                           |
[256, 512)         85135 |@@@@@@@@@                                           |
[512, 1K)          65351 |@@@@@@                                              |
[1K, 2K)           40974 |@@@@                                                |
[2K, 4K)           24668 |@@                                                  |
[4K, 8K)            5812 |                                                    |
[8K, 16K)           1284 |                                                    |
[16K, 32K)           568 |                                                    |
[32K, 64K)           261 |                                                    |
[64K, 128K)           51 |                                                    |
[128K, 256K)          21 |                                                    |
[256K, 512K)          10 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 2406366
@runq_delay_us: 
[2, 4)             24824 |@@                                                  |
[4, 8)            497199 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)           358700 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@               |
[16, 32)          164088 |@@@@@@@@@@@@@@@@@                                   |
[32, 64)           87662 |@@@@@@@@@                                           |
[64, 128)          89256 |@@@@@@@@@                                           |
[128, 256)         93005 |@@@@@@@@@                                           |
[256, 512)         86317 |@@@@@@@@@                                           |
[512, 1K)          66243 |@@@@@@                                              |
[1K, 2K)           41713 |@@@@                                                |
[2K, 4K)           25244 |@@                                                  |
[4K, 8K)            5937 |                                                    |
[8K, 16K)           1290 |                                                    |
[16K, 32K)           568 |                                                    |
[32K, 64K)           261 |                                                    |
[64K, 128K)           51 |                                                    |
[128K, 256K)          21 |                                                    |
[256K, 512K)          10 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 2446020
@runq_delay_us: 
[2, 4)             25191 |@@                                                  |
[4, 8)            503696 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)           364485 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@               |
[16, 32)          166948 |@@@@@@@@@@@@@@@@@                                   |
[32, 64)           88990 |@@@@@@@@@                                           |
[64, 128)          90437 |@@@@@@@@@                                           |
[128, 256)         93982 |@@@@@@@@@                                           |
[256, 512)         87194 |@@@@@@@@@                                           |
[512, 1K)          66951 |@@@@@@                                              |
[1K, 2K)           42342 |@@@@                                                |
[2K, 4K)           25630 |@@                                                  |
[4K, 8K)            6031 |                                                    |
[8K, 16K)           1307 |                                                    |
[16K, 32K)           576 |                                                    |
[32K, 64K)           268 |                                                    |
[64K, 128K)           51 |                                                    |
[128K, 256K)          21 |                                                    |
[256K, 512K)          10 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 2480621
@runq_delay_us: 
[2, 4)             25336 |@@                                                  |
[4, 8)            513725 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)           370391 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@               |
[16, 32)          170695 |@@@@@@@@@@@@@@@@@                                   |
[32, 64)           90516 |@@@@@@@@@                                           |
[64, 128)          91833 |@@@@@@@@@                                           |
[128, 256)         95536 |@@@@@@@@@                                           |
[256, 512)         88546 |@@@@@@@@                                            |
[512, 1K)          68121 |@@@@@@                                              |
[1K, 2K)           43088 |@@@@                                                |
[2K, 4K)           26064 |@@                                                  |
[4K, 8K)            6144 |                                                    |
[8K, 16K)           1329 |                                                    |
[16K, 32K)           588 |                                                    |
[32K, 64K)           278 |                                                    |
[64K, 128K)           59 |                                                    |
[128K, 256K)          26 |                                                    |
[256K, 512K)          11 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 2524522
@runq_delay_us: 
[2, 4)             25621 |@@                                                  |
[4, 8)            520953 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)           377552 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@               |
[16, 32)          173169 |@@@@@@@@@@@@@@@@@                                   |
[32, 64)           91654 |@@@@@@@@@                                           |
[64, 128)          93033 |@@@@@@@@@                                           |
[128, 256)         96937 |@@@@@@@@@                                           |
[256, 512)         90015 |@@@@@@@@                                            |
[512, 1K)          69158 |@@@@@@                                              |
[1K, 2K)           43756 |@@@@                                                |
[2K, 4K)           26462 |@@                                                  |
[4K, 8K)            6239 |                                                    |
[8K, 16K)           1348 |                                                    |
[16K, 32K)           597 |                                                    |
[32K, 64K)           283 |                                                    |
[64K, 128K)           59 |                                                    |
[128K, 256K)          26 |                                                    |
[256K, 512K)          11 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 2563716
@runq_delay_us: 
[2, 4)             26005 |@@                                                  |
[4, 8)            528499 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)           383771 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@               |
[16, 32)          176827 |@@@@@@@@@@@@@@@@@                                   |
[32, 64)           93439 |@@@@@@@@@                                           |
[64, 128)          94895 |@@@@@@@@@                                           |
[128, 256)         98631 |@@@@@@@@@                                           |
[256, 512)         91676 |@@@@@@@@@                                           |
[512, 1K)          70504 |@@@@@@                                              |
[1K, 2K)           44464 |@@@@                                                |
[2K, 4K)           26934 |@@                                                  |
[4K, 8K)            6333 |                                                    |
[8K, 16K)           1371 |                                                    |
[16K, 32K)           603 |                                                    |
[32K, 64K)           283 |                                                    |
[64K, 128K)           59 |                                                    |
[128K, 256K)          27 |                                                    |
[256K, 512K)          11 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 2605140
@runq_delay_us: 
[2, 4)             26612 |@@                                                  |
[4, 8)            536605 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)           390427 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@               |
[16, 32)          179495 |@@@@@@@@@@@@@@@@@                                   |
[32, 64)           94733 |@@@@@@@@@                                           |
[64, 128)          96385 |@@@@@@@@@                                           |
[128, 256)        100238 |@@@@@@@@@                                           |
[256, 512)         93375 |@@@@@@@@@                                           |
[512, 1K)          72012 |@@@@@@                                              |
[1K, 2K)           45134 |@@@@                                                |
[2K, 4K)           27268 |@@                                                  |
[4K, 8K)            6396 |                                                    |
[8K, 16K)           1390 |                                                    |
[16K, 32K)           605 |                                                    |
[32K, 64K)           287 |                                                    |
[64K, 128K)           59 |                                                    |
[128K, 256K)          27 |                                                    |
[256K, 512K)          11 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 2647863
@runq_delay_us: 
[2, 4)             26998 |@@                                                  |
[4, 8)            543775 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)           396274 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@               |
[16, 32)          181905 |@@@@@@@@@@@@@@@@@                                   |
[32, 64)           95776 |@@@@@@@@@                                           |
[64, 128)          97430 |@@@@@@@@@                                           |
[128, 256)        101280 |@@@@@@@@@                                           |
[256, 512)         94488 |@@@@@@@@@                                           |
[512, 1K)          72952 |@@@@@@                                              |
[1K, 2K)           45860 |@@@@                                                |
[2K, 4K)           27705 |@@                                                  |
[4K, 8K)            6461 |                                                    |
[8K, 16K)           1404 |                                                    |
[16K, 32K)           606 |                                                    |
[32K, 64K)           287 |                                                    |
[64K, 128K)           59 |                                                    |
[128K, 256K)          27 |                                                    |
[256K, 512K)          11 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 2684113
@runq_delay_us: 
[2, 4)             28774 |@@                                                  |
[4, 8)            552919 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)           400701 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@               |
[16, 32)          184969 |@@@@@@@@@@@@@@@@@                                   |
[32, 64)           97753 |@@@@@@@@@                                           |
[64, 128)          99220 |@@@@@@@@@                                           |
[128, 256)        102672 |@@@@@@@@@                                           |
[256, 512)         95832 |@@@@@@@@@                                           |
[512, 1K)          73982 |@@@@@@                                              |
[1K, 2K)           46441 |@@@@                                                |
[2K, 4K)           28092 |@@                                                  |
[4K, 8K)            6546 |                                                    |
[8K, 16K)           1420 |                                                    |
[16K, 32K)           612 |                                                    |
[32K, 64K)           295 |                                                    |
[64K, 128K)           60 |                                                    |
[128K, 256K)          28 |                                                    |
[256K, 512K)          11 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 2727817
@runq_delay_us: 
[2, 4)             29039 |@@                                                  |
[4, 8)            560651 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)           406189 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@               |
[16, 32)          187625 |@@@@@@@@@@@@@@@@@                                   |
[32, 64)           99015 |@@@@@@@@@                                           |
[64, 128)         100317 |@@@@@@@@@                                           |
[128, 256)        103825 |@@@@@@@@@                                           |
[256, 512)         96986 |@@@@@@@@                                            |
[512, 1K)          74957 |@@@@@@                                              |
[1K, 2K)           47011 |@@@@                                                |
[2K, 4K)           28427 |@@                                                  |
[4K, 8K)            6615 |                                                    |
[8K, 16K)           1427 |                                                    |
[16K, 32K)           615 |                                                    |
[32K, 64K)           298 |                                                    |
[64K, 128K)           60 |                                                    |
[128K, 256K)          28 |                                                    |
[256K, 512K)          11 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 2764103
@runq_delay_us: 
[2, 4)             29222 |@@                                                  |
[4, 8)            565615 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)           413848 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@              |
[16, 32)          190297 |@@@@@@@@@@@@@@@@@                                   |
[32, 64)          100284 |@@@@@@@@@                                           |
[64, 128)         101630 |@@@@@@@@@                                           |
[128, 256)        105520 |@@@@@@@@@                                           |
[256, 512)         98551 |@@@@@@@@@                                           |
[512, 1K)          76091 |@@@@@@                                              |
[1K, 2K)           47821 |@@@@                                                |
[2K, 4K)           28859 |@@                                                  |
[4K, 8K)            6784 |                                                    |
[8K, 16K)           1470 |                                                    |
[16K, 32K)           625 |                                                    |
[32K, 64K)           303 |                                                    |
[64K, 128K)           61 |                                                    |
[128K, 256K)          28 |                                                    |
[256K, 512K)          11 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 2802360
@runq_delay_us: 
[2, 4)             29531 |@@                                                  |
[4, 8)            572599 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)           420327 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@              |
[16, 32)          194693 |@@@@@@@@@@@@@@@@@                                   |
[32, 64)          102819 |@@@@@@@@@                                           |
[64, 128)         104040 |@@@@@@@@@                                           |
[128, 256)        108637 |@@@@@@@@@                                           |
[256, 512)        102079 |@@@@@@@@@                                           |
[512, 1K)          79428 |@@@@@@@                                             |
[1K, 2K)           49414 |@@@@                                                |
[2K, 4K)           29557 |@@                                                  |
[4K, 8K)            6884 |                                                    |
[8K, 16K)           1479 |                                                    |
[16K, 32K)           625 |                                                    |
[32K, 64K)           306 |                                                    |
[64K, 128K)           61 |                                                    |
[128K, 256K)          30 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 2852789
@runq_delay_us: 
[2, 4)             30443 |@@                                                  |
[4, 8)            581205 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)           428254 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@              |
[16, 32)          199754 |@@@@@@@@@@@@@@@@@                                   |
[32, 64)          105740 |@@@@@@@@@                                           |
[64, 128)         106668 |@@@@@@@@@                                           |
[128, 256)        111357 |@@@@@@@@@                                           |
[256, 512)        104653 |@@@@@@@@@                                           |
[512, 1K)          81609 |@@@@@@@                                             |
[1K, 2K)           50902 |@@@@                                                |
[2K, 4K)           30401 |@@                                                  |
[4K, 8K)            7004 |                                                    |
[8K, 16K)           1508 |                                                    |
[16K, 32K)           630 |                                                    |
[32K, 64K)           307 |                                                    |
[64K, 128K)           61 |                                                    |
[128K, 256K)          30 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 2907912
@runq_delay_us: 
[1]                    7 |                                                    |
[2, 4)             33098 |@@                                                  |
[4, 8)            598551 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)           440549 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@              |
[16, 32)          209797 |@@@@@@@@@@@@@@@@@@                                  |
[32, 64)          112848 |@@@@@@@@@                                           |
[64, 128)         112757 |@@@@@@@@@                                           |
[128, 256)        118836 |@@@@@@@@@@                                          |
[256, 512)        112807 |@@@@@@@@@                                           |
[512, 1K)          89169 |@@@@@@@                                             |
[1K, 2K)           53944 |@@@@                                                |
[2K, 4K)           31560 |@@                                                  |
[4K, 8K)            7151 |                                                    |
[8K, 16K)           1532 |                                                    |
[16K, 32K)           633 |                                                    |
[32K, 64K)           307 |                                                    |
[64K, 128K)           61 |                                                    |
[128K, 256K)          30 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 3024593
@runq_delay_us: 
[1]                    7 |                                                    |
[2, 4)             34098 |@@                                                  |
[4, 8)            607262 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)           447600 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@              |
[16, 32)          216259 |@@@@@@@@@@@@@@@@@@                                  |
[32, 64)          117163 |@@@@@@@@@@                                          |
[64, 128)         116841 |@@@@@@@@@@                                          |
[128, 256)        123810 |@@@@@@@@@@                                          |
[256, 512)        118902 |@@@@@@@@@@                                          |
[512, 1K)          94317 |@@@@@@@@                                            |
[1K, 2K)           55327 |@@@@                                                |
[2K, 4K)           32042 |@@                                                  |
[4K, 8K)            7230 |                                                    |
[8K, 16K)           1546 |                                                    |
[16K, 32K)           634 |                                                    |
[32K, 64K)           307 |                                                    |
[64K, 128K)           61 |                                                    |
[128K, 256K)          30 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 3092762
@runq_delay_us: 
[1]                    7 |                                                    |
[2, 4)             34931 |@@                                                  |
[4, 8)            616673 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)           455041 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@              |
[16, 32)          222735 |@@@@@@@@@@@@@@@@@@                                  |
[32, 64)          121513 |@@@@@@@@@@                                          |
[64, 128)         121101 |@@@@@@@@@@                                          |
[128, 256)        128868 |@@@@@@@@@@                                          |
[256, 512)        123877 |@@@@@@@@@@                                          |
[512, 1K)          98350 |@@@@@@@@                                            |
[1K, 2K)           56691 |@@@@                                                |
[2K, 4K)           32626 |@@                                                  |
[4K, 8K)            7284 |                                                    |
[8K, 16K)           1552 |                                                    |
[16K, 32K)           636 |                                                    |
[32K, 64K)           308 |                                                    |
[64K, 128K)           61 |                                                    |
[128K, 256K)          30 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 3159524
@runq_delay_us: 
[1]                    7 |                                                    |
[2, 4)             35681 |@@                                                  |
[4, 8)            625833 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)           462079 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@              |
[16, 32)          228773 |@@@@@@@@@@@@@@@@@@@                                 |
[32, 64)          125137 |@@@@@@@@@@                                          |
[64, 128)         124537 |@@@@@@@@@@                                          |
[128, 256)        132923 |@@@@@@@@@@@                                         |
[256, 512)        128212 |@@@@@@@@@@                                          |
[512, 1K)         101950 |@@@@@@@@                                            |
[1K, 2K)           58668 |@@@@                                                |
[2K, 4K)           33219 |@@                                                  |
[4K, 8K)            7345 |                                                    |
[8K, 16K)           1553 |                                                    |
[16K, 32K)           636 |                                                    |
[32K, 64K)           308 |                                                    |
[64K, 128K)           61 |                                                    |
[128K, 256K)          30 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 3222012
@runq_delay_us: 
[1]                    7 |                                                    |
[2, 4)             36889 |@@@                                                 |
[4, 8)            635281 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)           468836 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@              |
[16, 32)          234670 |@@@@@@@@@@@@@@@@@@@                                 |
[32, 64)          128968 |@@@@@@@@@@                                          |
[64, 128)         128150 |@@@@@@@@@@                                          |
[128, 256)        136965 |@@@@@@@@@@@                                         |
[256, 512)        132472 |@@@@@@@@@@                                          |
[512, 1K)         106533 |@@@@@@@@                                            |
[1K, 2K)           60606 |@@@@                                                |
[2K, 4K)           33963 |@@                                                  |
[4K, 8K)            7419 |                                                    |
[8K, 16K)           1556 |                                                    |
[16K, 32K)           638 |                                                    |
[32K, 64K)           310 |                                                    |
[64K, 128K)           61 |                                                    |
[128K, 256K)          30 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 3286937
@runq_delay_us: 
[1]                    7 |                                                    |
[2, 4)             37988 |@@@                                                 |
[4, 8)            646163 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)           475536 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@              |
[16, 32)          240434 |@@@@@@@@@@@@@@@@@@@                                 |
[32, 64)          132692 |@@@@@@@@@@                                          |
[64, 128)         131634 |@@@@@@@@@@                                          |
[128, 256)        140696 |@@@@@@@@@@@                                         |
[256, 512)        136136 |@@@@@@@@@@                                          |
[512, 1K)         109418 |@@@@@@@@                                            |
[1K, 2K)           62029 |@@@@                                                |
[2K, 4K)           34596 |@@                                                  |
[4K, 8K)            7492 |                                                    |
[8K, 16K)           1564 |                                                    |
[16K, 32K)           638 |                                                    |
[32K, 64K)           312 |                                                    |
[64K, 128K)           66 |                                                    |
[128K, 256K)          30 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 3349590
@runq_delay_us: 
[1]                    7 |                                                    |
[2, 4)             39341 |@@@                                                 |
[4, 8)            654669 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)           481530 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@              |
[16, 32)          245689 |@@@@@@@@@@@@@@@@@@@                                 |
[32, 64)          136766 |@@@@@@@@@@                                          |
[64, 128)         135786 |@@@@@@@@@@                                          |
[128, 256)        144697 |@@@@@@@@@@@                                         |
[256, 512)        140715 |@@@@@@@@@@@                                         |
[512, 1K)         113783 |@@@@@@@@@                                           |
[1K, 2K)           63345 |@@@@@                                               |
[2K, 4K)           35139 |@@                                                  |
[4K, 8K)            7601 |                                                    |
[8K, 16K)           1570 |                                                    |
[16K, 32K)           638 |                                                    |
[32K, 64K)           312 |                                                    |
[64K, 128K)           66 |                                                    |
[128K, 256K)          30 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 3410255
@runq_delay_us: 
[1]                    7 |                                                    |
[2, 4)             41184 |@@@                                                 |
[4, 8)            664333 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)           488398 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@              |
[16, 32)          252153 |@@@@@@@@@@@@@@@@@@@                                 |
[32, 64)          141337 |@@@@@@@@@@@                                         |
[64, 128)         140263 |@@@@@@@@@@                                          |
[128, 256)        149711 |@@@@@@@@@@@                                         |
[256, 512)        145934 |@@@@@@@@@@@                                         |
[512, 1K)         117506 |@@@@@@@@@                                           |
[1K, 2K)           64648 |@@@@@                                               |
[2K, 4K)           35760 |@@                                                  |
[4K, 8K)            7637 |                                                    |
[8K, 16K)           1573 |                                                    |
[16K, 32K)           638 |                                                    |
[32K, 64K)           312 |                                                    |
[64K, 128K)           66 |                                                    |
[128K, 256K)          30 |                                                    |
[256K, 512K)          12 |                                                    |
[512K, 1M)             3 |                                                    |

@ctx_switches: 3477844
@runq_delay_us: 
[1]                    7 |                                                    |
[2, 4)             47129 |@@@                                                 |
