@runq_delay_us: 
[1]                   58 |@@@                                                 |
[8, 16)            66119 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)           13738 |@@@@@                                               |
[32, 64)            4741 |@                                                   |
[64, 128)           3803 |@                                                   |
[128, 256)          3294 |@                                                   |
[256, 512)          3704 |@                                                   |
[512, 1K)          12735 |@@@@@                                               |
[1K, 2K)           10236 |@@@@                                                |
[2K, 4K)            4973 |@                                                   |
[4K, 8K)             489 |                                                    |
[8K, 16K)             47 |                                                    |
[16K, 32K)            30 |                                                    |
[32K, 64K)            20 |                                                    |

@ctx_switches: 615239
@runq_delay_us: 
[1]                 3788 |@                                                   |
[2, 4)             61417 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[4, 8)            132955 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            66637 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)           14123 |@@@@@                                               |
[32, 64)            4814 |@                                                   |
[64, 128)           3854 |@                                                   |
[128, 256)          3334 |@                                                   |
[256, 512)          3754 |@                                                   |
[512, 1K)          12858 |@@@@@                                               |
[1K, 2K)           10320 |@@@@                                                |
[2K, 4K)            5072 |@                                                   |
[4K, 8K)             493 |                                                    |
[8K, 16K)             47 |                                                    |
[16K, 32K)            30 |                                                    |
[32K, 64K)            20 |                                                    |

@ctx_switches: 621091
@runq_delay_us: 
[1]                 3810 |@                                                   |
[2, 4)             62480 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[4, 8)            133466 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            66873 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)           14286 |@@@@@                                               |
[32, 64)            4873 |@                                                   |
[64, 128)           3900 |@                                                   |
[128, 256)          3379 |@                                                   |
[256, 512)          3784 |@                                                   |
[512, 1K)          13018 |@@@@@                                               |
[1K, 2K)           10351 |@@@@                                                |
[2K, 4K)            5143 |@@                                                  |
[4K, 8K)             494 |                                                    |
[8K, 16K)             47 |                                                    |
[16K, 32K)            30 |                                                    |
[32K, 64K)            20 |                                                    |

@ctx_switches: 625810
@runq_delay_us: 
[1]                 3870 |@                                                   |
[2, 4)             63563 |@@@@@@@@@@@@@@@@@@@@@@@@                            |
[4, 8)            134124 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            67163 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)           14458 |@@@@@                                               |
[32, 64)            4930 |@                                                   |
[64, 128)           3938 |@                                                   |
[128, 256)          3418 |@                                                   |
[256, 512)          3818 |@                                                   |
[512, 1K)          13166 |@@@@@                                               |
[1K, 2K)           10411 |@@@@                                                |
[2K, 4K)            5221 |@@                                                  |
[4K, 8K)             495 |                                                    |
[8K, 16K)             47 |                                                    |
[16K, 32K)            30 |                                                    |
[32K, 64K)            20 |                                                    |

@ctx_switches: 631043
@runq_delay_us: 
[1]                 3896 |@                                                   |
[2, 4)             65031 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[4, 8)            134773 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            67430 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)           14656 |@@@@@                                               |
[32, 64)            4990 |@                                                   |
[64, 128)           3973 |@                                                   |
[128, 256)          3463 |@                                                   |
[256, 512)          3855 |@                                                   |
[512, 1K)          13319 |@@@@@                                               |
[1K, 2K)           10475 |@@@@                                                |
[2K, 4K)            5320 |@@                                                  |
[4K, 8K)             497 |                                                    |
[8K, 16K)             47 |                                                    |
[16K, 32K)            30 |                                                    |
[32K, 64K)            20 |                                                    |

@ctx_switches: 637060
@runq_delay_us: 
[1]                 3962 |@                                                   |
[2, 4)             66622 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[4, 8)            135505 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            67729 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[16, 32)           14845 |@@@@@                                               |
[32, 64)            5046 |@                                                   |
[64, 128)           4021 |@                                                   |
[128, 256)          3508 |@                                                   |
[256, 512)          3908 |@                                                   |
[512, 1K)          13445 |@@@@@                                               |
[1K, 2K)           10551 |@@@@                                                |
[2K, 4K)            5441 |@@                                                  |
[4K, 8K)             510 |                                                    |
[8K, 16K)             53 |                                                    |
[16K, 32K)            30 |                                                    |
[32K, 64K)            20 |                                                    |

@ctx_switches: 643875
@runq_delay_us: 
[1]                 4022 |@                                                   |
[2, 4)             68680 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[4, 8)            136223 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            67994 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[16, 32)           15058 |@@@@@                                               |
[32, 64)            5118 |@                                                   |
[64, 128)           4074 |@                                                   |
[128, 256)          3555 |@                                                   |
[256, 512)          3944 |@                                                   |
[512, 1K)          13522 |@@@@@                                               |
[1K, 2K)           10615 |@@@@                                                |
[2K, 4K)            5573 |@@                                                  |
[4K, 8K)             523 |                                                    |
[8K, 16K)             57 |                                                    |
[16K, 32K)            30 |                                                    |
[32K, 64K)            20 |                                                    |

@ctx_switches: 651270
@runq_delay_us: 
[0]                    2 |                                                    |
[1]                 4098 |@                                                   |
[2, 4)             69677 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[4, 8)            136516 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)            68123 |@@@@@@@@@@@@@@@@@@@@@@@@@                           |
[16, 32)           15142 |@@@@@                                               |
[32, 64)            5144 |@                                                   |
[64, 128)           4095 |@                                                   |
[128, 256)          3576 |@                                                   |
[256, 512)          3966 |@                                                   |
[512, 1K)          13559 |@@@@@                                               |
[1K, 2K)           10624 |@@@@                                                |
[2K, 4K)            5616 |@@                                                  |
[4K, 8K)             523 |                                                    |
[8K, 16K)             59 |                                                    |
[16K, 32K)            30 |                                                    |
[32K, 64K)            20 |                                                    |

@per_proc[kworker/u33:3]: 
[2, 4)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[khungtaskd]: 
[4K, 8K)               1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[gsd-housekeepin]: 
[8, 16)                1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[gsd-color]: 
[4, 8)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[grep]: 
[2K, 4K)               1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[systemd-timesyn]: 
[4, 8)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[gnome-calendar]: 
[4, 8)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[(iperf3)]: 
[256, 512)             1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[evolution-alarm]: 
[2K, 4K)               1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[kworker/7:1]: 
[16, 32)               1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[cron]: 
[4, 8)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[ip]: 
[2, 4)                 2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[mc-itemcrawler]: 
[8, 16)                1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[16, 32)               0 |                                                    |
[32, 64)               0 |                                                    |
[64, 128)              0 |                                                    |
[128, 256)             0 |                                                    |
[256, 512)             0 |                                                    |
[512, 1K)              0 |                                                    |
[1K, 2K)               1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[kerneloops]: 
[4, 8)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                0 |                                                    |
[16, 32)               1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[date]: 
[2, 4)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)                 0 |                                                    |
[8, 16)                0 |                                                    |
[16, 32)               0 |                                                    |
[32, 64)               0 |                                                    |
[64, 128)              0 |                                                    |
[128, 256)             0 |                                                    |
[256, 512)             1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[512, 1K)              1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[snapd]: 
[4, 8)                 2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                1 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |

@per_proc[single]: 
[8, 16)                1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[16, 32)               0 |                                                    |
[32, 64)               0 |                                                    |
[64, 128)              1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[128, 256)             0 |                                                    |
[256, 512)             0 |                                                    |
[512, 1K)              1 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[stress-ng]: 
[2, 4)                 3 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)                 1 |@@@@@@@@@@@@@@@@@                                   |

@per_proc[sudo]: 
[1]                    1 |@@@@@@@@@@@@@@@@@                                   |
[2, 4)                 1 |@@@@@@@@@@@@@@@@@                                   |
[4, 8)                 3 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[rcu_exp_gp_kthr]: 
[4, 8)                 4 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                0 |                                                    |
[16, 32)               0 |                                                    |
[32, 64)               0 |                                                    |
[64, 128)              0 |                                                    |
[128, 256)             1 |@@@@@@@@@@@@@                                       |

@per_proc[rcu_tasks_trace]: 
[2, 4)                 3 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)                 2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                  |

@per_proc[PerfettoTrace]: 
[2, 4)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[4, 8)                 2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                0 |                                                    |
[16, 32)               1 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[32, 64)               0 |                                                    |
[64, 128)              1 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[128, 256)             0 |                                                    |
[256, 512)             0 |                                                    |
[512, 1K)              1 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[1K, 2K)               0 |                                                    |
[2K, 4K)               1 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |

@per_proc[CacheThread_Blo]: 
[2, 4)                 2 |@@@@@@@@@@@@@@@@@@@@                                |
[4, 8)                 5 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                0 |                                                    |
[16, 32)               0 |                                                    |
[32, 64)               1 |@@@@@@@@@@                                          |

@per_proc[sh]: 
[2, 4)                 1 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[4, 8)                 2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                1 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[16, 32)               0 |                                                    |
[32, 64)               1 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[64, 128)              0 |                                                    |
[128, 256)             0 |                                                    |
[256, 512)             1 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[512, 1K)              0 |                                                    |
[1K, 2K)               1 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[2K, 4K)               2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[GpuWatchdog]: 
[2, 4)                 2 |@@@@@@@@@@@@@@@@@@@@                                |
[4, 8)                 5 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                0 |                                                    |
[16, 32)               1 |@@@@@@@@@@                                          |
[32, 64)               0 |                                                    |
[64, 128)              0 |                                                    |
[128, 256)             0 |                                                    |
[256, 512)             0 |                                                    |
[512, 1K)              0 |                                                    |
[1K, 2K)               0 |                                                    |
[2K, 4K)               0 |                                                    |
[4K, 8K)               1 |@@@@@@@@@@                                          |

@per_proc[MemoryInfra]: 
[1]                    2 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[2, 4)                 1 |@@@@@@@@@@@@@                                       |
[4, 8)                 4 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                0 |                                                    |
[16, 32)               0 |                                                    |
[32, 64)               0 |                                                    |
[64, 128)              0 |                                                    |
[128, 256)             0 |                                                    |
[256, 512)             0 |                                                    |
[512, 1K)              1 |@@@@@@@@@@@@@                                       |
[1K, 2K)               1 |@@@@@@@@@@@@@                                       |
[2K, 4K)               1 |@@@@@@@@@@@@@                                       |

@per_proc[gjs]: 
[2, 4)                 7 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)                 3 |@@@@@@@@@@@@@@@@@@@@@@                              |

@per_proc[khugepaged]: 
[2, 4)                 3 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)                 3 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                3 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[16, 32)               2 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                  |
[32, 64)               1 |@@@@@@@@@@@@@@@@@                                   |

@per_proc[systemd-logind]: 
[2, 4)                 2 |@@@@@@@@@@@                                         |
[4, 8)                 9 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                1 |@@@@@                                               |
[16, 32)               0 |                                                    |
[32, 64)               1 |@@@@@                                               |

@per_proc[systemd]: 
[4, 8)                 6 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                2 |@@@@@@@@@@@@@@@@@                                   |
[16, 32)               0 |                                                    |
[32, 64)               0 |                                                    |
[64, 128)              0 |                                                    |
[128, 256)             1 |@@@@@@@@                                            |
[256, 512)             2 |@@@@@@@@@@@@@@@@@                                   |
[512, 1K)              1 |@@@@@@@@                                            |
[1K, 2K)               2 |@@@@@@@@@@@@@@@@@                                   |

@per_proc[wireplumber]: 
[2, 4)                 2 |@@@@@@@@@@@@@@@@@                                   |
[4, 8)                 6 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                0 |                                                    |
[16, 32)               2 |@@@@@@@@@@@@@@@@@                                   |
[32, 64)               0 |                                                    |
[64, 128)              0 |                                                    |
[128, 256)             1 |@@@@@@@@                                            |
[256, 512)             3 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[512, 1K)              0 |                                                    |
[1K, 2K)               0 |                                                    |
[2K, 4K)               0 |                                                    |
[4K, 8K)               0 |                                                    |
[8K, 16K)              1 |@@@@@@@@                                            |

@per_proc[gsd-media-keys]: 
[2, 4)                 1 |@@@@@                                               |
[4, 8)                 1 |@@@@@                                               |
[8, 16)                0 |                                                    |
[16, 32)               1 |@@@@@                                               |
[32, 64)              10 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[64, 128)              1 |@@@@@                                               |
[128, 256)             1 |@@@@@                                               |

@per_proc[dbu_evict]: 
[2, 4)                 1 |@@@@@@@@@@@@@                                       |
[4, 8)                 4 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                1 |@@@@@@@@@@@@@                                       |
[16, 32)               1 |@@@@@@@@@@@@@                                       |
[32, 64)               2 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[64, 128)              2 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[128, 256)             4 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[256, 512)             2 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |

@per_proc[gsd-power]: 
[1]                    2 |@@@@@@@@@@@@@@@@@@@@                                |
[2, 4)                 1 |@@@@@@@@@@                                          |
[4, 8)                 1 |@@@@@@@@@@                                          |
[8, 16)                0 |                                                    |
[16, 32)               2 |@@@@@@@@@@@@@@@@@@@@                                |
[32, 64)               5 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[64, 128)              1 |@@@@@@@@@@                                          |
[128, 256)             2 |@@@@@@@@@@@@@@@@@@@@                                |
[256, 512)             3 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                     |

@per_proc[snap]: 
[1]                    2 |@@@@@@@@@@@@@@                                      |
[2, 4)                 3 |@@@@@@@@@@@@@@@@@@@@@@                              |
[4, 8)                 7 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                2 |@@@@@@@@@@@@@@                                      |
[16, 32)               0 |                                                    |
[32, 64)               0 |                                                    |
[64, 128)              2 |@@@@@@@@@@@@@@                                      |
[128, 256)             0 |                                                    |
[256, 512)             1 |@@@@@@@                                             |
[512, 1K)              1 |@@@@@@@                                             |

@per_proc[fwupd]: 
[1]                    3 |@@@@@@@@@@@@@@@@@@@                                 |
[2, 4)                 2 |@@@@@@@@@@@@@                                       |
[4, 8)                 1 |@@@@@@                                              |
[8, 16)                0 |                                                    |
[16, 32)               3 |@@@@@@@@@@@@@@@@@@@                                 |
[32, 64)               8 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[64, 128)              1 |@@@@@@                                              |
[128, 256)             1 |@@@@@@                                              |

@per_proc[rtkit-daemon]: 
[4, 8)                13 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                4 |@@@@@@@@@@@@@@@@                                    |
[16, 32)               2 |@@@@@@@@                                            |
[32, 64)               0 |                                                    |
[64, 128)              1 |@@@@                                                |

@per_proc[rs:main Q:Reg]: 
[1]                    2 |@@@@@@@@@@@@@                                       |
[2, 4)                 2 |@@@@@@@@@@@@@                                       |
[4, 8)                 3 |@@@@@@@@@@@@@@@@@@@                                 |
[8, 16)                8 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[16, 32)               1 |@@@@@@                                              |
[32, 64)               0 |                                                    |
[64, 128)              0 |                                                    |
[128, 256)             3 |@@@@@@@@@@@@@@@@@@@                                 |
[256, 512)             1 |@@@@@@                                              |

@per_proc[z_null_iss]: 
[2, 4)                 5 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[4, 8)                 2 |@@@@@@@@@@                                          |
[8, 16)                2 |@@@@@@@@@@                                          |
[16, 32)              10 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[32, 64)               2 |@@@@@@@@@@                                          |

@per_proc[kworker/5:1H]: 
[2, 4)                 6 |@@@@@@@@@@@@@@@@@@@                                 |
[4, 8)                16 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[systemd-resolve]: 
[4, 8)                 9 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                8 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@      |
[16, 32)               0 |                                                    |
[32, 64)               1 |@@@@@                                               |
[64, 128)              1 |@@@@@                                               |
[128, 256)             3 |@@@@@@@@@@@@@@@@@                                   |
[256, 512)             1 |@@@@@                                               |
[512, 1K)              0 |                                                    |
[1K, 2K)               0 |                                                    |
[2K, 4K)               1 |@@@@@                                               |

@per_proc[KMS thread]: 
[2, 4)                 3 |@@@@@@@@@@@@@                                       |
[4, 8)                12 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)               10 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@         |
[16, 32)               1 |@@@@                                                |

@per_proc[kworker/3:0H]: 
[2, 4)                10 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                    |
[4, 8)                16 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                2 |@@@@@@                                              |

@per_proc[vdev_autotrim]: 
[2, 4)                 9 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@             |
[4, 8)                 3 |@@@@@@@@@@@@@                                       |
[8, 16)               12 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[16, 32)               2 |@@@@@@@@                                            |
[32, 64)               2 |@@@@@@@@                                            |

@per_proc[kworker/7:1H]: 
[2, 4)                11 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                     |
[4, 8)                18 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|

@per_proc[kthreadd]: 
[1]                    2 |@@@@@@                                              |
[2, 4)                16 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[4, 8)                 7 |@@@@@@@@@@@@@@@@@@@@@@                              |
[8, 16)                1 |@@@                                                 |
[16, 32)               0 |                                                    |
[32, 64)               0 |                                                    |
[64, 128)              0 |                                                    |
[128, 256)             1 |@@@                                                 |
[256, 512)             0 |                                                    |
[512, 1K)              1 |@@@                                                 |
[1K, 2K)               1 |@@@                                                 |
[2K, 4K)               0 |                                                    |
[4K, 8K)               0 |                                                    |
[8K, 16K)              1 |@@@                                                 |

@per_proc[kworker/6:1H]: 
[2, 4)                13 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@          |
[4, 8)                16 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                1 |@@@                                                 |
[16, 32)               1 |@@@                                                 |

@per_proc[in:imuxsock]: 
[2, 4)                 4 |@@@@@@@@@@@@                                        |
[4, 8)                17 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                0 |                                                    |
[16, 32)               0 |                                                    |
[32, 64)               0 |                                                    |
[64, 128)              7 |@@@@@@@@@@@@@@@@@@@@@                               |
[128, 256)             3 |@@@@@@@@@                                           |
[256, 512)             0 |                                                    |
[512, 1K)              1 |@@@                                                 |

@per_proc[GUsbEventThread]: 
[4, 8)                27 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                5 |@@@@@@@@@                                           |
[16, 32)               3 |@@@@@                                               |

@per_proc[kworker/0:1H]: 
[2, 4)                12 |@@@@@@@@@@@@@@@@@@@@@@@@@@                          |
[4, 8)                24 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                2 |@@@@                                                |
[16, 32)               1 |@@                                                  |

@per_proc[kworker/2:1H]: 
[2, 4)                15 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                   |
[4, 8)                23 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                1 |@@                                                  |

@per_proc[dp_zil_clean_ta]: 
[4, 8)                 5 |@@@@@@@@@@@@@                                       |
[8, 16)                0 |                                                    |
[16, 32)               0 |                                                    |
[32, 64)               0 |                                                    |
[64, 128)              3 |@@@@@@@@                                            |
[128, 256)             1 |@@                                                  |
[256, 512)            19 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[512, 1K)              2 |@@@@@                                               |
[1K, 2K)               6 |@@@@@@@@@@@@@@@@                                    |
[2K, 4K)               4 |@@@@@@@@@@                                          |

@per_proc[systemd-journal]: 
[4, 8)                16 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                |
[8, 16)                4 |@@@@@@@@@                                           |
[16, 32)              23 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[32, 64)               0 |                                                    |
[64, 128)              0 |                                                    |
[128, 256)             1 |@@                                                  |
[256, 512)             1 |@@                                                  |
[512, 1K)              1 |@@                                                  |
[1K, 2K)               0 |                                                    |
[2K, 4K)               0 |                                                    |
[4K, 8K)               0 |                                                    |
[8K, 16K)              1 |@@                                                  |

@per_proc[upowerd]: 
[1]                   10 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@         |
[2, 4)                 8 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                  |
[4, 8)                12 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@|
[8, 16)                8 |@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@@                  |
[16, 32)               5 |@@@@@@@@@@@@@@@@@@@@@                               |
[32, 64)               4 |@@@@@@@@@@@@@@@@@                                   |

@per_proc[spl_dynamic_tas]: 
[1]                    1 |@@                                                  |
